id,newsgroup
2312,sci.electronics
2313,rec.sport.hockey
2314,rec.sport.hockey
2315,misc.forsale
2316,sci.space
2317,sci.med
2318,sci.crypt
2319,comp.os.ms-windows.misc
2320,sci.med
2321,sci.med
2322,comp.windows.x
2323,soc.religion.christian
2324,sci.space
2325,rec.autos
2326,rec.sport.hockey
2327,sci.space
2328,talk.politics.guns
2329,sci.med
2330,rec.sport.baseball
2331,soc.religion.christian
2332,alt.atheism
2333,talk.religion.misc
2334,rec.sport.baseball
2335,sci.med
2336,talk.politics.mideast
2337,rec.motorcycles
2338,comp.windows.x
2339,misc.forsale
2340,alt.atheism
2341,rec.sport.baseball
2342,sci.space
2343,talk.politics.misc
2344,talk.politics.mideast
2345,alt.atheism
2346,comp.sys.ibm.pc.hardware
2347,sci.med
2348,misc.forsale
2349,sci.electronics
2350,alt.atheism
2351,sci.space
2352,sci.space
2353,comp.sys.mac.hardware
2354,comp.graphics
2355,sci.electronics
2356,rec.sport.baseball
2357,rec.autos
2358,sci.electronics
2359,comp.os.ms-windows.misc
2360,comp.graphics
2361,comp.sys.mac.hardware
2362,comp.sys.mac.hardware
2363,comp.graphics
2364,sci.med
2365,rec.motorcycles
2366,sci.med
2367,comp.windows.x
2368,sci.crypt
2369,rec.autos
2370,sci.med
2371,comp.os.ms-windows.misc
2372,comp.windows.x
2373,misc.forsale
2374,rec.sport.hockey
2375,misc.forsale
2376,comp.windows.x
2377,comp.sys.ibm.pc.hardware
2378,talk.politics.misc
2379,sci.space
2380,comp.windows.x
2381,comp.graphics
2382,sci.space
2383,alt.atheism
2384,alt.atheism
2385,comp.os.ms-windows.misc
2386,sci.med
2387,soc.religion.christian
2388,talk.politics.guns
2389,alt.atheism
2390,sci.space
2391,sci.crypt
2392,sci.electronics
2393,sci.med
2394,talk.politics.misc
2395,comp.windows.x
2396,rec.sport.baseball
2397,soc.religion.christian
2398,sci.crypt
2399,comp.graphics
2400,sci.crypt
2401,comp.os.ms-windows.misc
2402,misc.forsale
2403,talk.politics.guns
2404,comp.graphics
2405,sci.crypt
2406,talk.politics.mideast
2407,sci.med
2408,comp.sys.mac.hardware
2409,rec.autos
2410,rec.autos
2411,sci.crypt
2412,rec.motorcycles
2413,comp.sys.ibm.pc.hardware
2414,sci.med
2415,talk.politics.misc
2416,soc.religion.christian
2417,sci.crypt
2418,sci.med
2419,talk.politics.misc
2420,sci.crypt
2421,talk.politics.misc
2422,sci.med
2423,sci.crypt
2424,comp.os.ms-windows.misc
2425,rec.sport.hockey
2426,misc.forsale
2427,talk.politics.guns
2428,sci.space
2429,comp.sys.ibm.pc.hardware
2430,rec.sport.baseball
2431,sci.crypt
2432,comp.graphics
2433,soc.religion.christian
2434,comp.graphics
2435,rec.autos
2436,comp.windows.x
2437,misc.forsale
2438,misc.forsale
2439,talk.religion.misc
2440,rec.sport.hockey
2441,rec.motorcycles
2442,comp.sys.mac.hardware
2443,talk.politics.guns
2444,soc.religion.christian
2445,comp.sys.mac.hardware
2446,rec.sport.baseball
2447,sci.crypt
2448,alt.atheism
2449,soc.religion.christian
2450,rec.motorcycles
2451,soc.religion.christian
2452,comp.graphics
2453,comp.graphics
2454,talk.politics.mideast
2455,comp.sys.ibm.pc.hardware
2456,sci.med
2457,alt.atheism
2458,soc.religion.christian
2459,sci.med
2460,rec.sport.hockey
2461,talk.politics.mideast
2462,comp.sys.mac.hardware
2463,comp.graphics
2464,rec.motorcycles
2465,alt.atheism
2466,comp.windows.x
2467,comp.windows.x
2468,comp.graphics
2469,rec.sport.baseball
2470,rec.sport.baseball
2471,sci.crypt
2472,alt.atheism
2473,comp.os.ms-windows.misc
2474,rec.sport.baseball
2475,sci.electronics
2476,sci.space
2477,alt.atheism
2478,sci.crypt
2479,comp.graphics
2480,talk.politics.mideast
2481,rec.autos
2482,talk.politics.guns
2483,talk.politics.guns
2484,sci.crypt
2485,sci.space
2486,sci.med
2487,sci.space
2488,sci.space
2489,talk.politics.misc
2490,rec.motorcycles
2491,comp.os.ms-windows.misc
2492,sci.crypt
2493,sci.electronics
2494,soc.religion.christian
2495,sci.med
2496,talk.politics.misc
2497,talk.religion.misc
2498,sci.space
2499,comp.windows.x
2500,soc.religion.christian
2501,sci.space
2502,soc.religion.christian
2503,soc.religion.christian
2504,talk.religion.misc
2505,talk.politics.misc
2506,sci.space
2507,alt.atheism
2508,rec.sport.baseball
2509,comp.os.ms-windows.misc
2510,rec.motorcycles
2511,sci.med
2512,rec.motorcycles
2513,comp.sys.ibm.pc.hardware
2514,talk.politics.misc
2515,talk.religion.misc
2516,rec.sport.hockey
2517,rec.sport.baseball
2518,alt.atheism
2519,rec.motorcycles
2520,soc.religion.christian
2521,sci.crypt
2522,soc.religion.christian
2523,rec.autos
2524,talk.religion.misc
2525,comp.sys.ibm.pc.hardware
2526,comp.os.ms-windows.misc
2527,rec.autos
2528,rec.autos
2529,comp.sys.ibm.pc.hardware
2530,talk.politics.guns
2531,rec.sport.hockey
2532,comp.graphics
2533,comp.os.ms-windows.misc
2534,comp.sys.ibm.pc.hardware
2535,talk.politics.mideast
2536,comp.os.ms-windows.misc
2537,rec.sport.baseball
2538,rec.autos
2539,talk.politics.mideast
2540,alt.atheism
2541,comp.os.ms-windows.misc
2542,comp.sys.mac.hardware
2543,talk.politics.guns
2544,misc.forsale
2545,comp.os.ms-windows.misc
2546,sci.med
2547,talk.politics.misc
2548,rec.sport.hockey
2549,sci.space
2550,rec.motorcycles
2551,talk.politics.guns
2552,sci.crypt
2553,sci.crypt
2554,comp.os.ms-windows.misc
2555,comp.sys.mac.hardware
2556,alt.atheism
2557,alt.atheism
2558,talk.politics.mideast
2559,rec.sport.baseball
2560,comp.windows.x
2561,talk.politics.mideast
2562,talk.politics.guns
2563,talk.politics.guns
2564,sci.med
2565,talk.politics.mideast
2566,rec.motorcycles
2567,comp.sys.ibm.pc.hardware
2568,comp.windows.x
2569,rec.motorcycles
2570,comp.sys.ibm.pc.hardware
2571,talk.politics.guns
2572,rec.autos
2573,comp.os.ms-windows.misc
2574,comp.graphics
2575,comp.graphics
2576,rec.sport.baseball
2577,rec.sport.hockey
2578,talk.politics.mideast
2579,comp.windows.x
2580,rec.motorcycles
2581,talk.politics.mideast
2582,talk.politics.guns
2583,comp.graphics
2584,talk.politics.mideast
2585,misc.forsale
2586,rec.sport.baseball
2587,misc.forsale
2588,comp.graphics
2589,rec.sport.baseball
2590,talk.religion.misc
2591,comp.graphics
2592,rec.motorcycles
2593,soc.religion.christian
2594,sci.crypt
2595,sci.electronics
2596,rec.sport.baseball
2597,alt.atheism
2598,alt.atheism
2599,rec.motorcycles
2600,talk.politics.guns
2601,rec.sport.baseball
2602,talk.politics.guns
2603,sci.space
2604,comp.os.ms-windows.misc
2605,soc.religion.christian
2606,comp.windows.x
2607,rec.autos
2608,rec.sport.baseball
2609,rec.sport.baseball
2610,alt.atheism
2611,comp.os.ms-windows.misc
2612,comp.graphics
2613,sci.med
2614,sci.space
2615,rec.motorcycles
2616,sci.crypt
2617,sci.electronics
2618,rec.sport.baseball
2619,comp.graphics
2620,sci.electronics
2621,comp.graphics
2622,sci.space
2623,sci.space
2624,rec.autos
2625,sci.crypt
2626,rec.autos
2627,rec.sport.baseball
2628,sci.electronics
2629,talk.politics.misc
2630,rec.sport.hockey
2631,sci.space
2632,sci.med
2633,soc.religion.christian
2634,comp.os.ms-windows.misc
2635,sci.med
2636,comp.sys.mac.hardware
2637,comp.os.ms-windows.misc
2638,rec.sport.baseball
2639,soc.religion.christian
2640,talk.politics.misc
2641,comp.windows.x
2642,sci.crypt
2643,rec.autos
2644,talk.religion.misc
2645,comp.os.ms-windows.misc
2646,misc.forsale
2647,comp.graphics
2648,rec.motorcycles
2649,soc.religion.christian
2650,comp.windows.x
2651,comp.sys.mac.hardware
2652,talk.politics.guns
2653,sci.electronics
2654,comp.os.ms-windows.misc
2655,sci.space
2656,sci.med
2657,talk.politics.guns
2658,rec.motorcycles
2659,sci.crypt
2660,rec.motorcycles
2661,comp.graphics
2662,talk.politics.misc
2663,sci.space
2664,rec.autos
2665,comp.sys.ibm.pc.hardware
2666,misc.forsale
2667,sci.electronics
2668,talk.politics.guns
2669,rec.autos
2670,misc.forsale
2671,alt.atheism
2672,rec.motorcycles
2673,sci.space
2674,talk.religion.misc
2675,talk.politics.mideast
2676,sci.space
2677,misc.forsale
2678,rec.autos
2679,misc.forsale
2680,talk.religion.misc
2681,rec.sport.hockey
2682,talk.politics.guns
2683,soc.religion.christian
2684,sci.med
2685,sci.med
2686,rec.autos
2687,comp.windows.x
2688,comp.graphics
2689,misc.forsale
2690,talk.politics.misc
2691,rec.motorcycles
2692,rec.autos
2693,rec.autos
2694,talk.politics.mideast
2695,sci.electronics
2696,talk.politics.misc
2697,comp.sys.ibm.pc.hardware
2698,talk.religion.misc
2699,talk.religion.misc
2700,sci.med
2701,misc.forsale
2702,comp.graphics
2703,alt.atheism
2704,sci.med
2705,rec.motorcycles
2706,talk.politics.guns
2707,sci.med
2708,talk.politics.guns
2709,sci.crypt
2710,comp.os.ms-windows.misc
2711,sci.space
2712,comp.sys.ibm.pc.hardware
2713,misc.forsale
2714,comp.sys.ibm.pc.hardware
2715,talk.politics.misc
2716,talk.politics.mideast
2717,misc.forsale
2718,rec.sport.hockey
2719,sci.med
2720,comp.windows.x
2721,sci.space
2722,sci.electronics
2723,comp.sys.ibm.pc.hardware
2724,comp.os.ms-windows.misc
2725,sci.med
2726,rec.motorcycles
2727,talk.politics.guns
2728,comp.sys.ibm.pc.hardware
2729,misc.forsale
2730,comp.graphics
2731,talk.politics.misc
2732,rec.autos
2733,sci.crypt
2734,comp.windows.x
2735,rec.sport.hockey
2736,comp.sys.ibm.pc.hardware
2737,comp.os.ms-windows.misc
2738,sci.med
2739,sci.crypt
2740,sci.crypt
2741,alt.atheism
2742,sci.crypt
2743,comp.os.ms-windows.misc
2744,sci.crypt
2745,soc.religion.christian
2746,comp.os.ms-windows.misc
2747,comp.os.ms-windows.misc
2748,soc.religion.christian
2749,comp.graphics
2750,comp.windows.x
2751,alt.atheism
2752,comp.windows.x
2753,comp.windows.x
2754,comp.graphics
2755,comp.sys.mac.hardware
2756,sci.space
2757,comp.sys.ibm.pc.hardware
2758,rec.motorcycles
2759,sci.space
2760,comp.sys.mac.hardware
2761,comp.sys.ibm.pc.hardware
2762,comp.windows.x
2763,talk.politics.mideast
2764,talk.politics.misc
2765,talk.politics.guns
2766,talk.religion.misc
2767,rec.sport.baseball
2768,talk.politics.guns
2769,sci.med
2770,talk.politics.guns
2771,misc.forsale
2772,sci.space
2773,rec.autos
2774,comp.windows.x
2775,rec.sport.baseball
2776,rec.autos
2777,comp.os.ms-windows.misc
2778,soc.religion.christian
2779,comp.sys.ibm.pc.hardware
2780,rec.sport.hockey
2781,soc.religion.christian
2782,comp.os.ms-windows.misc
2783,rec.sport.hockey
2784,talk.religion.misc
2785,talk.politics.mideast
2786,comp.sys.mac.hardware
2787,sci.space
2788,comp.graphics
2789,sci.med
2790,comp.os.ms-windows.misc
2791,comp.os.ms-windows.misc
2792,sci.crypt
2793,talk.politics.mideast
2794,sci.electronics
2795,talk.politics.guns
2796,comp.sys.mac.hardware
2797,rec.sport.hockey
2798,talk.politics.mideast
2799,alt.atheism
2800,comp.sys.mac.hardware
2801,misc.forsale
2802,comp.graphics
2803,comp.sys.ibm.pc.hardware
2804,rec.autos
2805,rec.sport.hockey
2806,sci.space
2807,rec.sport.baseball
2808,rec.sport.hockey
2809,sci.electronics
2810,comp.windows.x
2811,rec.motorcycles
2812,sci.space
2813,sci.med
2814,sci.med
2815,sci.electronics
2816,rec.sport.hockey
2817,comp.graphics
2818,talk.politics.misc
2819,sci.space
2820,sci.crypt
2821,soc.religion.christian
2822,comp.os.ms-windows.misc
2823,sci.crypt
2824,rec.autos
2825,sci.crypt
2826,comp.sys.mac.hardware
2827,rec.autos
2828,soc.religion.christian
2829,sci.electronics
2830,misc.forsale
2831,rec.motorcycles
2832,sci.space
2833,rec.motorcycles
2834,comp.sys.mac.hardware
2835,rec.motorcycles
2836,comp.windows.x
2837,sci.med
2838,talk.religion.misc
2839,comp.graphics
2840,comp.sys.mac.hardware
2841,sci.space
2842,misc.forsale
2843,soc.religion.christian
2844,comp.sys.ibm.pc.hardware
2845,comp.graphics
2846,sci.electronics
2847,rec.motorcycles
2848,comp.os.ms-windows.misc
2849,comp.windows.x
2850,soc.religion.christian
2851,sci.med
2852,rec.autos
2853,comp.graphics
2854,comp.sys.mac.hardware
2855,rec.sport.baseball
2856,rec.motorcycles
2857,comp.sys.mac.hardware
2858,sci.med
2859,alt.atheism
2860,sci.space
2861,rec.sport.hockey
2862,comp.sys.mac.hardware
2863,rec.sport.hockey
2864,rec.sport.hockey
2865,sci.crypt
2866,talk.politics.mideast
2867,rec.autos
2868,sci.med
2869,rec.sport.baseball
2870,soc.religion.christian
2871,comp.sys.ibm.pc.hardware
2872,comp.sys.ibm.pc.hardware
2873,misc.forsale
2874,comp.windows.x
2875,comp.sys.ibm.pc.hardware
2876,soc.religion.christian
2877,talk.politics.mideast
2878,alt.atheism
2879,sci.med
2880,alt.atheism
2881,misc.forsale
2882,rec.sport.baseball
2883,soc.religion.christian
2884,rec.sport.baseball
2885,rec.autos
2886,sci.med
2887,rec.sport.hockey
2888,comp.graphics
2889,rec.motorcycles
2890,comp.os.ms-windows.misc
2891,sci.space
2892,comp.graphics
2893,sci.space
2894,talk.politics.misc
2895,talk.religion.misc
2896,sci.electronics
2897,rec.sport.hockey
2898,rec.autos
2899,rec.sport.hockey
2900,talk.politics.guns
2901,comp.sys.ibm.pc.hardware
2902,talk.politics.mideast
2903,misc.forsale
2904,sci.electronics
2905,comp.sys.mac.hardware
2906,comp.os.ms-windows.misc
2907,rec.sport.hockey
2908,sci.med
2909,comp.os.ms-windows.misc
2910,rec.motorcycles
2911,talk.religion.misc
2912,misc.forsale
2913,talk.politics.misc
2914,comp.sys.mac.hardware
2915,comp.os.ms-windows.misc
2916,talk.politics.guns
2917,talk.politics.mideast
2918,comp.sys.ibm.pc.hardware
2919,sci.crypt
2920,comp.graphics
2921,rec.motorcycles
2922,rec.sport.hockey
2923,rec.sport.hockey
2924,comp.sys.mac.hardware
2925,sci.electronics
2926,talk.politics.misc
2927,sci.electronics
2928,sci.space
2929,sci.med
2930,rec.motorcycles
2931,rec.sport.baseball
2932,alt.atheism
2933,comp.sys.mac.hardware
2934,sci.med
2935,talk.politics.mideast
2936,talk.politics.misc
2937,talk.politics.mideast
2938,comp.sys.mac.hardware
2939,comp.sys.ibm.pc.hardware
2940,sci.space
2941,talk.politics.guns
2942,talk.politics.guns
2943,sci.crypt
2944,sci.crypt
2945,talk.politics.mideast
2946,alt.atheism
2947,comp.windows.x
2948,misc.forsale
2949,rec.sport.baseball
2950,sci.electronics
2951,sci.electronics
2952,rec.sport.baseball
2953,talk.politics.mideast
2954,sci.crypt
2955,soc.religion.christian
2956,comp.os.ms-windows.misc
2957,comp.windows.x
2958,sci.space
2959,rec.sport.hockey
2960,comp.os.ms-windows.misc
2961,sci.crypt
2962,comp.sys.ibm.pc.hardware
2963,talk.politics.misc
2964,rec.sport.hockey
2965,comp.os.ms-windows.misc
2966,talk.politics.guns
2967,comp.graphics
2968,comp.sys.ibm.pc.hardware
2969,sci.crypt
2970,rec.motorcycles
2971,alt.atheism
2972,sci.crypt
2973,rec.sport.baseball
2974,comp.os.ms-windows.misc
2975,rec.autos
2976,comp.sys.ibm.pc.hardware
2977,rec.autos
2978,comp.graphics
2979,comp.graphics
2980,sci.crypt
2981,sci.med
2982,talk.religion.misc
2983,sci.space
2984,comp.os.ms-windows.misc
2985,sci.electronics
2986,soc.religion.christian
2987,alt.atheism
2988,misc.forsale
2989,rec.sport.baseball
2990,misc.forsale
2991,sci.med
2992,rec.sport.baseball
2993,alt.atheism
2994,comp.graphics
2995,rec.sport.hockey
2996,sci.med
2997,soc.religion.christian
2998,rec.autos
2999,soc.religion.christian
3000,sci.crypt
3001,sci.crypt
3002,soc.religion.christian
3003,rec.autos
3004,rec.sport.baseball
3005,misc.forsale
3006,comp.sys.mac.hardware
3007,comp.sys.ibm.pc.hardware
3008,rec.sport.baseball
3009,comp.graphics
3010,alt.atheism
3011,comp.os.ms-windows.misc
3012,talk.politics.guns
3013,soc.religion.christian
3014,rec.sport.hockey
3015,sci.electronics
3016,alt.atheism
3017,misc.forsale
3018,rec.sport.hockey
3019,sci.crypt
3020,sci.med
3021,rec.sport.baseball
3022,comp.sys.ibm.pc.hardware
3023,comp.os.ms-windows.misc
3024,talk.politics.misc
3025,talk.religion.misc
3026,rec.autos
3027,sci.electronics
3028,talk.politics.guns
3029,rec.sport.hockey
3030,comp.sys.mac.hardware
3031,comp.graphics
3032,talk.politics.misc
3033,talk.politics.misc
3034,alt.atheism
3035,comp.sys.ibm.pc.hardware
3036,talk.religion.misc
3037,sci.med
3038,rec.sport.baseball
3039,comp.graphics
3040,comp.graphics
3041,talk.religion.misc
3042,rec.sport.hockey
3043,comp.windows.x
3044,talk.politics.guns
3045,sci.crypt
3046,soc.religion.christian
3047,sci.med
3048,talk.politics.mideast
3049,misc.forsale
3050,rec.motorcycles
3051,comp.sys.mac.hardware
3052,rec.sport.baseball
3053,sci.med
3054,misc.forsale
3055,comp.sys.mac.hardware
3056,sci.crypt
3057,misc.forsale
3058,rec.motorcycles
3059,rec.sport.hockey
3060,talk.politics.misc
3061,talk.politics.guns
3062,misc.forsale
3063,comp.sys.mac.hardware
3064,sci.med
3065,sci.med
3066,rec.sport.baseball
3067,talk.religion.misc
3068,talk.politics.misc
3069,comp.sys.mac.hardware
3070,comp.windows.x
3071,sci.crypt
3072,comp.os.ms-windows.misc
3073,talk.politics.misc
3074,comp.sys.ibm.pc.hardware
3075,rec.autos
3076,alt.atheism
3077,comp.sys.mac.hardware
3078,sci.crypt
3079,comp.sys.mac.hardware
3080,sci.med
3081,rec.sport.baseball
3082,rec.sport.baseball
3083,rec.sport.baseball
3084,rec.sport.hockey
3085,talk.politics.guns
3086,comp.graphics
3087,soc.religion.christian
3088,comp.graphics
3089,comp.sys.mac.hardware
3090,comp.os.ms-windows.misc
3091,sci.med
3092,rec.motorcycles
3093,comp.os.ms-windows.misc
3094,comp.graphics
3095,sci.crypt
3096,talk.politics.misc
3097,comp.graphics
3098,rec.motorcycles
3099,rec.sport.baseball
3100,talk.politics.mideast
3101,sci.crypt
3102,talk.politics.mideast
3103,sci.med
3104,rec.sport.hockey
3105,comp.graphics
3106,sci.med
3107,sci.crypt
3108,sci.med
3109,sci.electronics
3110,comp.windows.x
3111,comp.graphics
3112,rec.sport.hockey
3113,rec.sport.baseball
3114,comp.windows.x
3115,alt.atheism
3116,sci.space
3117,talk.politics.guns
3118,talk.politics.misc
3119,comp.sys.mac.hardware
3120,rec.sport.baseball
3121,sci.med
3122,comp.os.ms-windows.misc
3123,misc.forsale
3124,comp.sys.mac.hardware
3125,comp.graphics
3126,comp.sys.ibm.pc.hardware
3127,comp.windows.x
3128,sci.med
3129,sci.electronics
3130,rec.sport.hockey
3131,comp.windows.x
3132,comp.graphics
3133,talk.politics.guns
3134,comp.windows.x
3135,comp.graphics
3136,comp.graphics
3137,comp.sys.mac.hardware
3138,rec.motorcycles
3139,comp.sys.mac.hardware
3140,rec.sport.baseball
3141,soc.religion.christian
3142,comp.os.ms-windows.misc
3143,soc.religion.christian
3144,comp.sys.mac.hardware
3145,comp.graphics
3146,comp.os.ms-windows.misc
3147,comp.graphics
3148,misc.forsale
3149,comp.os.ms-windows.misc
3150,comp.sys.mac.hardware
3151,sci.space
3152,sci.med
3153,comp.os.ms-windows.misc
3154,rec.sport.hockey
3155,soc.religion.christian
3156,soc.religion.christian
3157,rec.autos
3158,rec.sport.baseball
3159,talk.politics.guns
3160,comp.graphics
3161,misc.forsale
3162,sci.electronics
3163,comp.windows.x
3164,rec.motorcycles
3165,comp.sys.ibm.pc.hardware
3166,rec.autos
3167,rec.sport.baseball
3168,rec.motorcycles
3169,comp.graphics
3170,rec.motorcycles
3171,comp.windows.x
3172,comp.graphics
3173,rec.sport.baseball
3174,comp.sys.ibm.pc.hardware
3175,rec.sport.baseball
3176,comp.os.ms-windows.misc
3177,rec.autos
3178,comp.graphics
3179,talk.politics.mideast
3180,talk.politics.mideast
3181,talk.politics.mideast
3182,alt.atheism
3183,talk.politics.mideast
3184,sci.med
3185,alt.atheism
3186,soc.religion.christian
3187,rec.motorcycles
3188,talk.politics.guns
3189,rec.sport.hockey
3190,comp.sys.ibm.pc.hardware
3191,comp.sys.mac.hardware
3192,talk.politics.mideast
3193,comp.sys.mac.hardware
3194,comp.sys.ibm.pc.hardware
3195,talk.politics.guns
3196,rec.sport.baseball
3197,sci.crypt
3198,comp.os.ms-windows.misc
3199,sci.crypt
3200,sci.electronics
3201,rec.sport.baseball
3202,rec.motorcycles
3203,comp.graphics
3204,comp.sys.mac.hardware
3205,rec.sport.baseball
3206,talk.politics.mideast
3207,alt.atheism
3208,sci.crypt
3209,sci.space
3210,alt.atheism
3211,rec.sport.hockey
3212,misc.forsale
3213,rec.sport.hockey
3214,rec.sport.baseball
3215,talk.politics.guns
3216,comp.sys.mac.hardware
3217,comp.sys.ibm.pc.hardware
3218,talk.politics.guns
3219,soc.religion.christian
3220,sci.space
3221,comp.sys.mac.hardware
3222,soc.religion.christian
3223,rec.sport.hockey
3224,talk.politics.mideast
3225,comp.windows.x
3226,soc.religion.christian
3227,sci.crypt
3228,talk.politics.guns
3229,talk.religion.misc
3230,sci.electronics
3231,comp.sys.ibm.pc.hardware
3232,sci.crypt
3233,sci.med
3234,talk.politics.mideast
3235,rec.motorcycles
3236,rec.motorcycles
3237,soc.religion.christian
3238,soc.religion.christian
3239,sci.crypt
3240,talk.politics.mideast
3241,alt.atheism
3242,sci.space
3243,talk.politics.mideast
3244,comp.sys.mac.hardware
3245,rec.motorcycles
3246,rec.motorcycles
3247,sci.crypt
3248,rec.sport.hockey
3249,rec.sport.baseball
3250,sci.med
3251,sci.crypt
3252,rec.motorcycles
3253,alt.atheism
3254,talk.politics.guns
3255,rec.motorcycles
3256,rec.sport.baseball
3257,sci.space
3258,soc.religion.christian
3259,talk.religion.misc
3260,rec.sport.baseball
3261,comp.graphics
3262,sci.med
3263,soc.religion.christian
3264,soc.religion.christian
3265,rec.sport.baseball
3266,comp.os.ms-windows.misc
3267,rec.autos
3268,rec.motorcycles
3269,talk.politics.guns
3270,alt.atheism
3271,soc.religion.christian
3272,rec.sport.hockey
3273,comp.graphics
3274,comp.graphics
3275,misc.forsale
3276,sci.electronics
3277,alt.atheism
3278,comp.sys.ibm.pc.hardware
3279,sci.space
3280,sci.electronics
3281,talk.politics.misc
3282,soc.religion.christian
3283,rec.sport.hockey
3284,rec.autos
3285,sci.electronics
3286,sci.electronics
3287,sci.crypt
3288,sci.space
3289,sci.crypt
3290,comp.os.ms-windows.misc
3291,sci.space
3292,talk.politics.mideast
3293,talk.politics.mideast
3294,comp.windows.x
3295,sci.space
3296,sci.space
3297,sci.crypt
3298,comp.sys.ibm.pc.hardware
3299,comp.sys.ibm.pc.hardware
3300,comp.os.ms-windows.misc
3301,rec.autos
3302,talk.politics.misc
3303,sci.crypt
3304,misc.forsale
3305,rec.sport.baseball
3306,soc.religion.christian
3307,rec.autos
3308,comp.sys.ibm.pc.hardware
3309,talk.politics.mideast
3310,soc.religion.christian
3311,talk.politics.misc
3312,comp.os.ms-windows.misc
3313,sci.crypt
3314,talk.politics.mideast
3315,rec.sport.hockey
3316,soc.religion.christian
3317,rec.sport.hockey
3318,sci.electronics
3319,sci.space
3320,rec.autos
3321,comp.graphics
3322,soc.religion.christian
3323,comp.sys.ibm.pc.hardware
3324,sci.crypt
3325,comp.windows.x
3326,talk.politics.mideast
3327,sci.electronics
3328,soc.religion.christian
3329,rec.sport.hockey
3330,talk.politics.mideast
3331,sci.crypt
3332,comp.sys.ibm.pc.hardware
3333,comp.sys.mac.hardware
3334,rec.sport.baseball
3335,rec.sport.baseball
3336,soc.religion.christian
3337,rec.autos
3338,comp.sys.mac.hardware
3339,sci.crypt
3340,comp.graphics
3341,talk.religion.misc
3342,talk.religion.misc
3343,soc.religion.christian
3344,comp.os.ms-windows.misc
3345,alt.atheism
3346,talk.politics.misc
3347,sci.electronics
3348,comp.graphics
3349,sci.electronics
3350,talk.politics.guns
3351,rec.autos
3352,sci.med
3353,comp.os.ms-windows.misc
3354,sci.electronics
3355,rec.motorcycles
3356,rec.sport.hockey
3357,sci.med
3358,sci.space
3359,comp.sys.ibm.pc.hardware
3360,soc.religion.christian
3361,comp.graphics
3362,alt.atheism
3363,comp.os.ms-windows.misc
3364,misc.forsale
3365,comp.sys.ibm.pc.hardware
3366,comp.sys.mac.hardware
3367,talk.politics.guns
3368,soc.religion.christian
3369,rec.sport.baseball
3370,sci.space
3371,alt.atheism
3372,comp.windows.x
3373,rec.autos
3374,comp.windows.x
3375,comp.sys.mac.hardware
3376,talk.politics.misc
3377,sci.electronics
3378,rec.motorcycles
3379,comp.os.ms-windows.misc
3380,comp.sys.ibm.pc.hardware
3381,sci.electronics
3382,talk.politics.guns
3383,soc.religion.christian
3384,comp.sys.ibm.pc.hardware
3385,sci.med
3386,rec.sport.baseball
3387,talk.religion.misc
3388,sci.electronics
3389,sci.electronics
3390,sci.med
3391,sci.electronics
3392,comp.sys.mac.hardware
3393,sci.electronics
3394,soc.religion.christian
3395,misc.forsale
3396,sci.electronics
3397,sci.space
3398,rec.sport.baseball
3399,comp.windows.x
3400,rec.sport.baseball
3401,comp.graphics
3402,alt.atheism
3403,comp.windows.x
3404,sci.crypt
3405,alt.atheism
3406,comp.sys.mac.hardware
3407,talk.politics.guns
3408,rec.autos
3409,sci.crypt
3410,comp.os.ms-windows.misc
3411,talk.politics.mideast
3412,rec.motorcycles
3413,rec.sport.baseball
3414,sci.space
3415,comp.graphics
3416,talk.religion.misc
3417,sci.electronics
3418,comp.sys.ibm.pc.hardware
3419,soc.religion.christian
3420,comp.windows.x
3421,sci.crypt
3422,comp.os.ms-windows.misc
3423,talk.politics.mideast
3424,sci.crypt
3425,comp.sys.ibm.pc.hardware
3426,sci.crypt
3427,comp.sys.ibm.pc.hardware
3428,comp.os.ms-windows.misc
3429,comp.windows.x
3430,comp.sys.ibm.pc.hardware
3431,sci.electronics
3432,comp.graphics
3433,talk.politics.mideast
3434,sci.electronics
3435,misc.forsale
3436,talk.politics.guns
3437,soc.religion.christian
3438,comp.sys.mac.hardware
3439,comp.sys.mac.hardware
3440,talk.politics.guns
3441,soc.religion.christian
3442,sci.med
3443,sci.med
3444,misc.forsale
3445,comp.graphics
3446,comp.os.ms-windows.misc
3447,rec.autos
3448,alt.atheism
3449,talk.politics.mideast
3450,comp.graphics
3451,rec.sport.hockey
3452,rec.sport.hockey
3453,sci.electronics
3454,sci.space
3455,alt.atheism
3456,talk.politics.guns
3457,comp.os.ms-windows.misc
3458,misc.forsale
3459,sci.crypt
3460,misc.forsale
3461,rec.sport.hockey
3462,comp.sys.ibm.pc.hardware
3463,rec.sport.baseball
3464,comp.sys.ibm.pc.hardware
3465,alt.atheism
3466,rec.sport.hockey
3467,misc.forsale
3468,talk.politics.guns
3469,comp.windows.x
3470,rec.sport.hockey
3471,talk.politics.guns
3472,comp.windows.x
3473,talk.politics.guns
3474,talk.politics.guns
3475,rec.sport.baseball
3476,talk.politics.mideast
3477,comp.windows.x
3478,talk.politics.mideast
3479,comp.sys.ibm.pc.hardware
3480,talk.religion.misc
3481,alt.atheism
3482,comp.sys.ibm.pc.hardware
3483,sci.med
3484,rec.motorcycles
3485,talk.politics.mideast
3486,talk.politics.guns
3487,sci.space
3488,talk.religion.misc
